Quantity,UnitPrice,ItemsInCart,TotalPrice,OrderMonth,OrderDayOfWeek,OrderYear,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_NoCoupon,CouponCode_SAVE10,CouponCode_WINTER15,RevenuePerItem,CartConversionRatio,IsHighValueOrder,IsWeekendOrder
3,490.74,3,1472.22,5,4,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,490.74,1,1,0
3,531.72,7,1595.16,2,1,2025,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,531.72,0.42857142857142855,1,0
5,648.65,7,3243.25,1,0,2024,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,648.65,0.7142857142857143,1,0
5,456.06,10,2280.3,8,0,2023,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,456.06000000000006,0.5,1,0
1,17.98,6,17.98,11,1,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.98,0.16666666666666666,0,0
5,269.86,6,1349.3,3,5,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,269.86,0.8333333333333334,1,1
5,31.96,5,159.8,3,6,2024,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.96,1,0,1
2,98.47,3,196.94,12,1,2023,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,98.47,0.6666666666666666,0,0
1,158.68,6,158.68,3,4,2024,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,158.68,0.16666666666666666,0,0
1,613.98,4,613.98,8,6,2023,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,613.98,0.25,0,1
3,426.12,5,1278.36,1,4,2024,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,426.11999999999995,0.6,1,0
4,629.88,8,2519.52,2,1,2025,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,629.88,0.5,1,0
4,228.91,4,915.64,10,6,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,228.91,1,1,1
1,120.98,6,120.98,5,3,2023,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,120.98,0.16666666666666666,0,0
4,425.18,8,1700.72,9,5,2023,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,425.18,0.5,1,1
2,333.83,4,667.66,8,2,2023,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,333.83,0.5,0,0
2,492.9,5,985.8,5,4,2025,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,492.9,0.4,1,0
1,92.04,2,92.04,1,5,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,92.04,0.5,0,1
1,654.27,2,654.27,1,5,2023,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,654.27,0.5,0,1
1,56.2,1,56.2,6,3,2023,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,56.2,1,0,0
4,628.12,6,2512.48,7,1,2024,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,628.12,0.6666666666666666,1,0
3,157.4,7,472.2,4,0,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,157.4,0.42857142857142855,0,0
4,588.85,7,2355.4,1,1,2023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,588.85,0.5714285714285714,1,0
2,494.78,2,989.56,1,1,2023,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,494.78,1,1,0
3,663.93,6,1991.79,10,4,2023,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,663.93,0.5,1,0
1,132.68,1,132.68,12,1,2023,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,132.68,1,0,0
5,364.28,5,1821.4,4,1,2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,364.28000000000003,1,1,0
5,307.98,10,1539.9,5,6,2023,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,307.98,0.5,1,1
4,162.71,7,650.84,4,3,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.71,0.5714285714285714,0,0
5,492.94,10,2464.7,9,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,492.93999999999994,0.5,1,0
2,343.99,4,687.98,3,4,2023,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,343.99,0.5,0,0
5,250.68,8,1253.4,3,5,2025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,250.68,0.625,1,1
2,362.14,2,724.28,12,4,2024,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,362.14,1,0,0
1,214.08,2,214.08,11,5,2024,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,214.08,0.5,0,1
1,70.32,4,70.32,11,5,2023,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,70.32,0.25,0,1
5,421.42,7,2107.1,1,2,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,421.41999999999996,0.7142857142857143,1,0
5,384.69,6,1923.45,1,2,2024,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,384.69,0.8333333333333334,1,0
5,448.15,7,2240.75,6,2,2023,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,448.15,0.7142857142857143,1,0
5,79.08,8,395.4,5,2,2024,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,79.08,0.625,0,0
4,185.41,9,741.64,1,6,2023,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,185.41,0.4444444444444444,0,1
5,566.07,6,2830.35,10,3,2024,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,566.0699999999999,0.8333333333333334,1,0
2,187.88,4,375.76,6,6,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,187.88,0.5,0,1
2,255.99,4,511.98,11,1,2023,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,255.99,0.5,0,0
1,627.34,1,627.34,11,0,2024,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,627.34,1,0,0
3,474.14,8,1422.42,2,0,2024,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,474.14000000000004,0.375,1,0
3,154.37,4,463.11,6,6,2025,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,154.37,0.75,0,1
4,145.05,6,580.2,3,4,2025,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,145.05,0.6666666666666666,0,0
4,67.08,8,268.32,8,6,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,67.08,0.5,0,1
1,522.08,5,522.08,11,6,2024,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,522.08,0.2,0,1
5,514.6,10,2573,6,0,2023,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,514.6,0.5,1,0
4,577.82,9,2311.28,12,1,2024,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,577.82,0.4444444444444444,1,0
2,500.8,3,1001.6,2,0,2025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,500.8,0.6666666666666666,1,0
2,461.13,4,922.26,9,6,2023,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,461.13,0.5,1,1
1,605.28,3,605.28,11,0,2024,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,605.28,0.3333333333333333,0,0
3,204.27,4,612.8100000000001,4,1,2024,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,204.27,0.75,0,0
1,489.8,4,489.8,8,2,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,489.8,0.25,0,0
5,72.64,7,363.2,2,2,2024,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.64,0.7142857142857143,0,0
2,385.16,7,770.32,1,4,2025,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,385.16,0.2857142857142857,0,0
3,606.41,7,1819.23,6,0,2023,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,606.41,0.42857142857142855,1,0
2,211.82,4,423.64,11,0,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,211.82,0.5,0,0
5,495.35,5,2476.75,4,4,2024,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,495.35,1,1,0
3,556.99,4,1670.97,6,4,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,556.99,0.75,1,0
1,72.31,1,72.31,5,4,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,72.31,1,0,0
5,24.82,10,124.1,10,0,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,24.82,0.5,0,0
4,26.04,5,104.16,3,1,2024,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,26.04,0.8,0,0
1,657.07,4,657.07,10,4,2024,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,657.07,0.25,0,0
3,32.62,6,97.85999999999999,6,6,2025,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,32.62,0.5,0,1
2,228.91,4,457.82,5,4,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,228.91,0.5,0,0
3,274.75,3,824.25,11,2,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,274.75,1,1,0
4,634.05,6,2536.2,5,5,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,634.05,0.6666666666666666,1,1
5,543.16,6,2715.8,7,2,2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,543.1600000000001,0.8333333333333334,1,0
3,449.13,5,1347.39,1,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,449.13000000000005,0.6,1,0
5,389.62,7,1948.1,6,6,2024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,389.62,0.7142857142857143,1,1
1,305.17,3,305.17,4,4,2023,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,305.17,0.3333333333333333,0,0
3,445.12,8,1335.36,6,4,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,445.11999999999995,0.375,1,0
2,230.36,4,460.72,12,3,2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,230.36,0.5,0,0
1,96.81,3,96.81,3,4,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,96.81,0.3333333333333333,0,0
5,460.14,10,2300.7,3,4,2025,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,460.14,0.5,1,0
3,601.6,7,1804.8,10,3,2024,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,601.6,0.42857142857142855,1,0
3,184.47,4,553.41,2,3,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,184.47,0.75,0,0
1,411.34,5,411.34,9,1,2024,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,411.34,0.2,0,0
1,532.89,2,532.89,7,1,2024,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,532.89,0.5,0,0
3,136.34,8,409.02,3,2,2024,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,136.34,0.375,0,0
5,476.01,7,2380.05,10,6,2023,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,476.01000000000005,0.7142857142857143,1,1
5,236.38,7,1181.9,11,5,2024,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,236.38000000000002,0.7142857142857143,1,1
3,396,4,1188,6,4,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,396,0.75,1,0
5,341.96,6,1709.8,1,1,2024,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,341.96,0.8333333333333334,1,0
1,672.89,1,672.89,9,6,2023,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,672.89,1,0,1
2,657.48,5,1314.96,3,4,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,657.48,0.4,1,0
3,498.68,4,1496.04,8,6,2023,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,498.68,0.75,1,1
5,558.63,8,2793.15,3,6,2023,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,558.63,0.625,1,1
3,19.73,3,59.19,7,4,2023,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,19.73,1,0,0
5,248.84,10,1244.2,6,4,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,248.84,0.5,1,0
3,46.11,5,138.33,8,5,2024,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,46.11000000000001,0.6,0,1
5,678.16,7,3330.4075,5,1,2023,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,666.0815,0.7142857142857143,1,0
5,601.72,5,3008.6,4,2,2024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,601.72,1,1,0
2,259.32,2,518.64,4,3,2024,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,259.32,1,0,0
3,63.68,6,191.04,12,2,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,63.68,0.5,0,0
4,371.07,7,1484.28,10,3,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,371.07,0.5714285714285714,1,0
4,306.35,7,1225.4,9,6,2024,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,306.35,0.5714285714285714,1,1
4,578.27,9,2313.08,10,6,2023,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,578.27,0.4444444444444444,1,1
1,529.19,5,529.19,1,4,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,529.19,0.2,0,0
2,587.49,6,1174.98,2,1,2024,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,587.49,0.3333333333333333,1,0
4,567.57,9,2270.28,6,6,2024,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,567.57,0.4444444444444444,1,1
5,85.22,7,426.1,4,0,2024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.22,0.7142857142857143,0,0
1,438.37,4,438.37,8,0,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,438.37,0.25,0,0
2,366.23,2,732.46,11,2,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,366.23,1,0,0
2,150.05,4,300.1,1,0,2023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,150.05,0.5,0,0
4,498.51,4,1994.04,10,4,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,498.51,1,1,0
3,339.39,7,1018.17,4,3,2025,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,339.39,0.42857142857142855,1,0
2,575.83,3,1151.66,1,5,2025,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,575.83,0.6666666666666666,1,1
2,642.98,7,1285.96,12,5,2023,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,642.98,0.2857142857142857,1,1
2,372.23,7,744.46,5,3,2023,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,372.23,0.2857142857142857,0,0
3,646.34,5,1939.02,11,1,2024,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,646.34,0.6,1,0
5,341.84,8,1709.2,6,2,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,341.84000000000003,0.625,1,0
3,690.3,6,2070.9,2,6,2024,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,690.3000000000001,0.5,1,1
3,382.37,8,1147.11,6,0,2023,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,382.36999999999995,0.375,1,0
2,132.6,4,265.2,3,1,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,132.6,0.5,0,0
2,189.06,7,378.12,1,3,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,189.06,0.2857142857142857,0,0
4,87.79,6,351.16,12,6,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.79,0.6666666666666666,0,1
2,46.36,4,92.72,4,4,2025,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,46.36,0.5,0,0
2,642.04,4,1284.08,10,5,2024,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,642.04,0.5,1,1
2,651.57,7,1303.14,10,5,2024,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,651.57,0.2857142857142857,1,1
3,424.89,6,1274.67,2,4,2025,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,424.89000000000004,0.5,1,0
3,438.89,3,1316.67,1,5,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,438.89000000000004,1,1,1
1,72.6,6,72.6,4,0,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,72.6,0.16666666666666666,0,0
4,194.75,5,779,12,3,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,194.75,0.8,0,0
4,231.26,6,925.04,5,1,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,231.26,0.6666666666666666,1,0
4,327.12,4,1308.48,8,5,2024,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,327.12,1,1,1
1,466.42,5,466.42,5,2,2023,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,466.42,0.2,0,0
2,253.67,3,507.34,7,4,2024,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,253.67,0.6666666666666666,0,0
1,257,5,257,2,6,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,257,0.2,0,1
4,539.2,8,2156.8,4,3,2024,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,539.2,0.5,1,0
5,50.74,7,253.7,6,3,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,50.739999999999995,0.7142857142857143,0,0
2,624.16,2,1248.32,5,1,2023,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,624.16,1,1,0
2,372.92,7,745.84,2,1,2023,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,372.92,0.2857142857142857,0,0
4,358.75,9,1435,1,1,2024,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,358.75,0.4444444444444444,1,0
3,342.02,5,1026.06,8,1,2024,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,342.02,0.6,1,0
2,422.34,4,844.68,6,0,2025,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,422.34,0.5,1,0
5,22.07,7,110.35,4,3,2025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22.07,0.7142857142857143,0,0
3,163.13,5,489.39,11,6,2024,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,163.13,0.6,0,1
3,360.66,5,1081.98,2,3,2023,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,360.66,0.6,1,0
3,463.39,3,1390.17,8,6,2023,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,463.39000000000004,1,1,1
1,155.27,6,155.27,1,1,2024,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,155.27,0.16666666666666666,0,0
3,509.42,5,1528.26,7,6,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,509.42,0.6,1,1
4,652.48,5,2609.92,5,6,2025,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,652.48,0.8,1,1
4,34.84,8,139.36,9,6,2024,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34.84,0.5,0,1
1,234.37,5,234.37,2,4,2025,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,234.37,0.2,0,0
3,53.6,4,160.8,10,0,2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,53.6,0.75,0,0
1,332.09,5,332.09,9,2,2023,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,332.09,0.2,0,0
4,593.22,8,2372.88,3,2,2024,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,593.22,0.5,1,0
2,444.84,7,889.68,8,1,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,444.84,0.2857142857142857,1,0
1,24.48,1,24.48,7,4,2024,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,24.48,1,0,0
3,239.08,8,717.24,11,6,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,239.08,0.375,0,1
5,196.84,5,984.2,1,0,2023,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,196.84,1,1,0
1,176.58,4,176.58,3,2,2025,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,176.58,0.25,0,0
4,666.52,8,2666.08,10,0,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,666.52,0.5,1,0
5,101.3,7,506.5,11,5,2024,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,101.3,0.7142857142857143,0,1
4,151.2,9,604.8,7,6,2023,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,151.2,0.4444444444444444,0,1
5,94.85,6,474.25,2,1,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,94.85,0.8333333333333334,0,0
2,388.22,2,776.44,1,2,2023,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,388.22,1,0,0
3,614.15,3,1842.45,11,0,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,614.15,1,1,0
2,92.91,3,185.82,9,2,2024,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,92.91,0.6666666666666666,0,0
3,92.22,5,276.66,6,6,2024,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.22000000000001,0.6,0,1
3,562.55,6,1687.65,6,6,2024,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,562.5500000000001,0.5,1,1
1,92.79,3,92.79,3,2,2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,92.79,0.3333333333333333,0,0
4,30.27,9,121.08,6,5,2023,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30.27,0.4444444444444444,0,1
2,49.08,7,98.16,3,6,2025,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,49.08,0.2857142857142857,0,1
5,228.09,9,1140.45,3,6,2025,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,228.09,0.5555555555555556,1,1
4,650.04,6,2600.16,11,4,2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,650.04,0.6666666666666666,1,0
1,665.11,3,665.11,3,1,2025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,665.11,0.3333333333333333,0,0
1,386.03,4,386.03,12,5,2024,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,386.03,0.25,0,1
5,21.54,10,107.7,7,0,2024,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,21.54,0.5,0,0
2,475.78,2,951.56,7,3,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,475.78,1,1,0
2,68.4,7,136.8,1,1,2024,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,68.4,0.2857142857142857,0,0
4,532.49,6,2129.96,6,5,2025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,532.49,0.6666666666666666,1,1
1,51.73,1,51.73,4,4,2023,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,51.73,1,0,0
3,653.63,7,1960.89,7,4,2024,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,653.63,0.42857142857142855,1,0
3,454.29,4,1362.87,6,3,2024,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,454.28999999999996,0.75,1,0
3,122.11,4,366.33,10,0,2023,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,122.11,0.75,0,0
4,64.74,8,258.96,4,5,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,64.74,0.5,0,1
